EXPERIMENT SUMMARY
Max Linear Speed (m/s)	0.500
Max Angular Speed (rad/s)	0.800
Recharge Trips	8
Cylinders Visited	42/50

TIMING DATA
Total Simulation Time (s)	1523.615
Total Dwelling Time (s)	210.000
Total Travel Time Between Cylinders (s)	1288.247
Total Time To Reach Stations (s)	370.135
Total Charging Time (s)	191.478
Dwelling Time Per Cylinder (s)	5.000

BATTERY DATA
Total Battery Spent To Reach Stations (%)	46.381

RECHARGE TRIPS
Trip #	Trip Start (s)	Arrive (s)	Time To Station (s)	Battery Start (%)	Battery At Arrival (%)	Battery Spent To Station (%)	Charge Start (s)	Charge End (s)	Charging Time (s)	Battery At Charge Start (%)	Battery End (%)	Battery Gain (%)	Finalized Reason
1	112.151	173.659	61.508	89.989	82.328	7.661	174.306	201.903	27.597	82.716	98.051	15.334	charging_end:trend_full
2	311.751	360.401	48.650	89.998	84.200	5.798	361.306	385.302	23.996	84.701	98.033	13.332	charging_end:trend_full
3	515.306	545.151	29.845	89.996	85.661	4.335	546.105	567.405	21.300	86.217	98.052	11.835	charging_end:trend_full
4	680.250	713.153	32.903	89.999	85.623	4.376	714.103	735.406	21.303	86.178	98.014	11.836	charging_end:trend_full
5	846.751	896.552	49.801	89.994	83.743	6.251	897.608	922.202	24.594	84.356	98.021	13.665	charging_end:trend_full
6	1030.850	1083.300	52.450	89.998	83.978	6.019	1084.308	1108.601	24.293	84.529	98.026	13.497	charging_end:trend_full
7	1218.570	1271.903	53.333	89.994	83.400	6.594	1272.903	1298.204	25.301	83.948	98.005	14.057	charging_end:trend_full
8	1408.656	1450.301	41.645	89.990	84.643	5.347	1451.306	1474.400	23.094	85.194	98.025	12.832	charging_end:trend_full

RECHARGE STATIONS
Station #	X	Y
1	0.000	4.000
2	0.000	-4.000
3	24.000	4.000
4	24.000	-4.000
5	-24.000	-4.000

ALL CYLINDERS
Cylinder #	X	Y
1	-22.717	2.383
2	-4.243	3.072
3	-2.742	0.108
4	-9.489	-1.177
5	-20.778	1.301
6	4.917	0.969
7	10.130	-2.454
8	10.194	2.231
9	19.102	3.060
10	12.628	-2.182
11	14.252	1.188
12	-16.325	-2.135
13	-13.588	-2.364
14	-0.235	-2.920
15	0.725	2.898
16	20.949	-2.539
17	-12.582	0.427
18	-9.200	0.936
19	16.635	1.254
20	15.739	-1.988
21	-20.017	-1.705
22	-6.313	-1.949
23	19.097	0.182
24	-14.887	2.958
25	11.455	0.601
26	-2.192	3.087
27	2.485	-1.177
28	6.621	-3.068
29	-22.171	-1.807
30	12.628	2.826
31	2.593	1.869
32	-19.525	2.935
33	7.070	-0.671
34	-5.742	0.603
35	22.908	-2.116
36	-18.974	0.361
37	-6.700	2.465
38	17.999	-2.097
39	22.190	0.978
40	-2.729	-2.967
41	-10.885	-2.711
42	-15.313	0.320
43	7.630	1.912
44	4.289	-2.596
45	9.318	0.280
46	-10.947	2.126
47	-16.710	1.910
48	5.464	2.932
49	21.975	3.014
50	15.003	3.162

VISITED CYLINDERS
Visit #	X	Y	Travel Time (s)
1	-22.890	2.497	27.108
2	-20.920	1.477	32.001
3	-19.724	2.890	9.244
4	-19.093	0.526	19.647
5	-22.378	-1.912	119.054
6	-20.206	-1.778	14.147
7	-19.106	0.202	23.404
8	-20.703	1.107	7.650
9	-19.579	2.738	10.596
10	-22.300	-1.954	104.209
11	-20.210	-1.775	13.199
12	-19.108	0.219	22.192
13	-20.703	1.112	8.900
14	-19.576	2.744	9.900
15	-22.519	2.334	22.749
16	-22.308	-1.958	70.801
17	-20.202	-1.773	13.400
18	-19.098	0.210	19.358
19	-20.697	1.108	8.950
20	-19.585	2.744	9.497
21	-22.304	-1.961	94.546
22	-20.208	-1.779	13.902
23	-19.098	0.199	24.351
24	-20.702	1.108	8.401
25	-19.579	2.734	9.748
26	-22.345	-1.947	105.048
27	-20.213	-1.764	13.854
28	-19.100	0.211	22.046
29	-20.692	1.109	8.399
30	-19.585	2.744	9.651
31	-22.305	-1.967	104.453
32	-20.210	-1.775	13.095
33	-19.099	0.216	22.816
34	-20.696	1.112	8.738
35	-19.574	2.733	9.800
36	-22.301	-1.961	111.599
37	-20.209	-1.776	14.148
38	-19.105	0.207	21.501
39	-20.701	1.110	9.053
40	-19.574	2.741	9.500
41	-22.231	-2.027	101.146
42	-20.201	-1.783	13.554
