EXPERIMENT SUMMARY
Max Linear Speed (m/s)	0.500
Max Angular Speed (rad/s)	0.800
Recharge Trips	2
Cylinders Visited	32/30

TIMING DATA
Total Simulation Time (s)	1056.370
Total Dwelling Time (s)	160.000
Total Travel Time Between Cylinders (s)	765.701
Total Time To Reach Stations (s)	20.450
Total Charging Time (s)	70.799
Dwelling Time Per Cylinder (s)	5.000

BATTERY DATA
Total Battery Spent To Reach Stations (%)	6.256

RECHARGE TRIPS
Trip #	Trip Start (s)	Arrive (s)	Time To Station (s)	Battery Start (%)	Battery At Arrival (%)	Battery Spent To Station (%)	Charge Start (s)	Charge End (s)	Charging Time (s)	Battery At Charge Start (%)	Battery End (%)	Battery Gain (%)	Finalized Reason
1	459.051	479.501	20.450	24.991	18.735	6.256	480.401	550.901	70.500	19.719	98.053	78.333	charging_end:trend_full
2	1007.005			24.991							13.496		shutdown

RECHARGE STATIONS
Station #	X	Y
1	0.000	4.000
2	0.000	-4.000
3	19.000	4.000
4	19.000	-4.000
5	-19.000	4.000
6	-19.000	-4.000

ALL CYLINDERS
Cylinder #	X	Y
1	14.318	-2.383
2	-1.457	3.022
3	-1.855	-0.926
4	13.533	0.812
5	-8.496	-2.909
6	5.720	-0.144
7	10.744	0.224
8	-8.441	2.723
9	-12.499	0.568
10	17.836	1.410
11	-6.370	1.414
12	5.932	2.108
13	1.534	-1.623
14	16.355	3.045
15	-14.360	-2.220
16	-16.065	0.296
17	-18.134	2.269
18	-17.887	-2.382
19	-5.439	-2.284
20	5.162	-2.263
21	10.947	2.802
22	1.691	1.847
23	8.513	-3.241
24	16.763	-3.003
25	-9.463	-0.915
26	-4.318	0.345
27	-15.149	2.188
28	-10.269	1.565
29	15.512	-0.393
30	7.824	-0.144

VISITED CYLINDERS
Visit #	X	Y	Travel Time (s)
1	-18.229	2.448	37.201
2	-15.342	2.249	21.900
3	-16.098	0.495	16.206
4	-12.695	0.627	20.952
5	-14.316	-2.018	17.696
6	-17.715	-2.305	23.000
7	-9.663	-0.930	38.446
8	-10.316	1.361	16.607
9	-8.568	2.561	25.046
10	-6.578	1.432	16.150
11	-4.508	0.405	25.600
12	-5.450	-2.080	16.597
13	-8.342	-2.790	18.952
14	-2.049	-0.986	39.451
15	-1.538	2.832	23.360
16	1.485	1.852	20.737
17	-1.270	3.109	112.858
18	1.545	1.976	22.346
19	1.491	-1.419	22.760
20	-1.661	-0.871	17.889
21	-4.118	0.290	26.302
22	-5.297	-2.143	15.750
23	-6.251	1.243	25.051
24	-8.356	2.498	37.794
25	-10.065	1.568	15.400
26	-9.406	-0.719	15.751
27	-12.296	0.557	18.898
28	-14.212	-2.095	19.651
29	-15.899	0.184	17.551
30	-15.126	1.985	16.013
31	-17.954	2.188	18.888
32	-17.834	-2.189	22.099
