time_s	event
14.067	charging_start
14.246	charging_stop
18.041	charging_start
18.041	BATTERY_CHARGING_START
18.425	charging_stop
18.425	BATTERY_CHARGING_STOP
18.617	charging_start
18.617	BATTERY_CHARGING_START
18.822000000000003	charging_stop
18.824	BATTERY_CHARGING_STOP
19.008000000000003	charging_start
19.009	BATTERY_CHARGING_START
19.196	charging_stop
19.197000000000003	BATTERY_CHARGING_STOP
19.383000000000003	charging_start
19.383000000000003	BATTERY_CHARGING_START
19.575000000000003	charging_stop
19.575000000000003	BATTERY_CHARGING_STOP
19.764000000000003	charging_start
19.765	BATTERY_CHARGING_START
19.974	charging_stop
19.974	BATTERY_CHARGING_STOP
20.17	charging_start
20.171000000000003	BATTERY_CHARGING_START
20.367	charging_stop
20.368000000000002	BATTERY_CHARGING_STOP
20.623	charging_start
20.624000000000002	BATTERY_CHARGING_START
20.809	charging_stop
20.809	BATTERY_CHARGING_STOP
21.015	charging_start
21.015	BATTERY_CHARGING_START
21.276	charging_stop
21.276	BATTERY_CHARGING_STOP
21.46	charging_start
21.46	BATTERY_CHARGING_START
21.657	charging_stop
21.657	BATTERY_CHARGING_STOP
21.924000000000003	charging_start
21.925	BATTERY_CHARGING_START
22.131	charging_stop
22.131	BATTERY_CHARGING_STOP
22.332	charging_start
22.333000000000002	BATTERY_CHARGING_START
22.451	DEPART_REQUEST_RECEIVED
22.451	DEPART_START
22.576	charging_stop
22.577	BATTERY_CHARGING_STOP
22.773	charging_start
22.773	BATTERY_CHARGING_START
22.96	charging_stop
22.96	BATTERY_CHARGING_STOP
23.501	DEPART_COMPLETE
35.902	DEPART_REQUEST_RECEIVED
35.902	DEPART_START
36.951	DEPART_COMPLETE
52.502	DEPART_REQUEST_RECEIVED
52.502	DEPART_START
53.550000000000004	DEPART_COMPLETE
64.9	DEPART_REQUEST_RECEIVED
64.9	DEPART_START
65.90100000000001	DEPART_COMPLETE
77.95100000000001	DEPART_REQUEST_RECEIVED
77.95100000000001	DEPART_START
79.001	DEPART_COMPLETE
93.101	DEPART_REQUEST_RECEIVED
93.101	DEPART_START
94.15	DEPART_COMPLETE
105.10100000000001	DEPART_REQUEST_RECEIVED
105.10100000000001	DEPART_START
106.15100000000001	DEPART_COMPLETE
118.801	DEPART_REQUEST_RECEIVED
118.802	DEPART_START
119.85100000000001	DEPART_COMPLETE
132.303	DEPART_REQUEST_RECEIVED
132.303	DEPART_START
133.351	DEPART_COMPLETE
145.203	DEPART_REQUEST_RECEIVED
145.204	DEPART_START
146.252	DEPART_COMPLETE
157.001	DEPART_REQUEST_RECEIVED
157.001	DEPART_START
158.05	DEPART_COMPLETE
161.45100000000002	NAVIGATION_PAUSED_ON
161.452	AVOID_ACTIVE_ON
163.452	NAVIGATION_PAUSED_OFF
163.453	AVOID_ACTIVE_OFF
164.202	NAVIGATION_PAUSED_ON
164.203	AVOID_ACTIVE_ON
166.80100000000002	NAVIGATION_PAUSED_OFF
166.80100000000002	AVOID_ACTIVE_OFF
177.001	DEPART_REQUEST_RECEIVED
177.002	DEPART_START
178.05200000000002	DEPART_COMPLETE
189.601	DEPART_REQUEST_RECEIVED
189.602	DEPART_START
190.651	DEPART_COMPLETE
205.35000000000002	DEPART_REQUEST_RECEIVED
205.351	DEPART_START
206.35000000000002	DEPART_COMPLETE
217.45100000000002	DEPART_REQUEST_RECEIVED
217.45200000000003	DEPART_START
218.502	DEPART_COMPLETE
