time_s	event
0.0	charging_start
0.0	charging_stop
0.0	BATTERY_CHARGING_STOP
18.794	charging_start
18.794	BATTERY_CHARGING_START
19.074	charging_stop
19.074	BATTERY_CHARGING_STOP
19.268	charging_start
19.269000000000002	BATTERY_CHARGING_START
19.481	charging_stop
19.481	BATTERY_CHARGING_STOP
19.699	charging_start
19.699	BATTERY_CHARGING_START
19.89	charging_stop
19.891000000000002	BATTERY_CHARGING_STOP
20.078000000000003	charging_start
20.080000000000002	BATTERY_CHARGING_START
20.312	charging_stop
20.312	BATTERY_CHARGING_STOP
20.501	charging_start
20.501	BATTERY_CHARGING_START
20.693	charging_stop
20.693	BATTERY_CHARGING_STOP
20.943	charging_start
20.944000000000003	BATTERY_CHARGING_START
21.129	charging_stop
21.129	BATTERY_CHARGING_STOP
21.322000000000003	charging_start
21.323	BATTERY_CHARGING_START
21.559	charging_stop
21.559	BATTERY_CHARGING_STOP
21.755000000000003	charging_start
21.756	BATTERY_CHARGING_START
21.947000000000003	charging_stop
21.947000000000003	BATTERY_CHARGING_STOP
22.166	charging_start
22.166	BATTERY_CHARGING_START
22.359	charging_stop
22.360000000000003	BATTERY_CHARGING_STOP
22.553	charging_start
22.553	BATTERY_CHARGING_START
22.76	charging_stop
22.76	BATTERY_CHARGING_STOP
22.961000000000002	charging_start
22.963	BATTERY_CHARGING_START
23.139000000000003	charging_stop
23.14	BATTERY_CHARGING_STOP
23.355	charging_start
23.355	BATTERY_CHARGING_START
23.402	DEPART_REQUEST_RECEIVED
23.404	DEPART_START
23.546000000000003	charging_stop
23.546000000000003	BATTERY_CHARGING_STOP
24.452	DEPART_COMPLETE
29.128	charging_start
29.128	BATTERY_CHARGING_START
29.325000000000003	charging_stop
29.325000000000003	BATTERY_CHARGING_STOP
29.656000000000002	charging_start
29.657000000000004	BATTERY_CHARGING_START
29.85	charging_stop
29.851000000000003	BATTERY_CHARGING_STOP
30.043000000000003	charging_start
30.043000000000003	BATTERY_CHARGING_START
30.245	charging_stop
30.245	BATTERY_CHARGING_STOP
30.542	charging_start
30.543000000000003	BATTERY_CHARGING_START
30.765	charging_stop
30.765	BATTERY_CHARGING_STOP
31.271	charging_start
31.271	BATTERY_CHARGING_START
31.543000000000003	charging_stop
31.543000000000003	BATTERY_CHARGING_STOP
36.502	DEPART_REQUEST_RECEIVED
36.502	DEPART_START
37.551	DEPART_COMPLETE
41.650000000000006	NAVIGATION_PAUSED_ON
41.650000000000006	AVOID_ACTIVE_ON
44.803000000000004	NAVIGATION_PAUSED_OFF
44.803000000000004	AVOID_ACTIVE_OFF
45.851000000000006	NAVIGATION_PAUSED_ON
45.851000000000006	AVOID_ACTIVE_ON
49.002	NAVIGATION_PAUSED_OFF
49.002	AVOID_ACTIVE_OFF
50.251000000000005	NAVIGATION_PAUSED_ON
50.252	AVOID_ACTIVE_ON
53.202000000000005	NAVIGATION_PAUSED_OFF
53.202000000000005	AVOID_ACTIVE_OFF
63.903000000000006	DEPART_REQUEST_RECEIVED
63.903000000000006	DEPART_START
64.95100000000001	DEPART_COMPLETE
83.15100000000001	DEPART_REQUEST_RECEIVED
83.15100000000001	DEPART_START
84.20100000000001	DEPART_COMPLETE
98.801	DEPART_REQUEST_RECEIVED
98.802	DEPART_START
99.85100000000001	DEPART_COMPLETE
107.251	NAVIGATION_PAUSED_ON
107.25200000000001	AVOID_ACTIVE_ON
109.251	NAVIGATION_PAUSED_OFF
109.251	AVOID_ACTIVE_OFF
111.25200000000001	NAVIGATION_PAUSED_ON
111.253	AVOID_ACTIVE_ON
115.602	NAVIGATION_PAUSED_OFF
115.602	AVOID_ACTIVE_OFF
117.25200000000001	NAVIGATION_PAUSED_ON
117.25200000000001	AVOID_ACTIVE_ON
121.60100000000001	NAVIGATION_PAUSED_OFF
121.60100000000001	AVOID_ACTIVE_OFF
124.453	NAVIGATION_PAUSED_ON
124.453	AVOID_ACTIVE_ON
126.45100000000001	NAVIGATION_PAUSED_OFF
126.45100000000001	AVOID_ACTIVE_OFF
128.05200000000002	NAVIGATION_PAUSED_ON
128.053	AVOID_ACTIVE_ON
130.05100000000002	NAVIGATION_PAUSED_OFF
130.05200000000002	AVOID_ACTIVE_OFF
132.252	NAVIGATION_PAUSED_ON
132.252	AVOID_ACTIVE_ON
134.25400000000002	NAVIGATION_PAUSED_OFF
134.25400000000002	AVOID_ACTIVE_OFF
135.851	NAVIGATION_PAUSED_ON
135.851	AVOID_ACTIVE_ON
140.001	NAVIGATION_PAUSED_OFF
140.002	AVOID_ACTIVE_OFF
141.851	NAVIGATION_PAUSED_ON
141.853	AVOID_ACTIVE_ON
143.851	NAVIGATION_PAUSED_OFF
143.851	AVOID_ACTIVE_OFF
145.651	NAVIGATION_PAUSED_ON
145.651	AVOID_ACTIVE_ON
147.65200000000002	NAVIGATION_PAUSED_OFF
147.65300000000002	AVOID_ACTIVE_OFF
149.851	NAVIGATION_PAUSED_ON
149.852	AVOID_ACTIVE_ON
151.852	NAVIGATION_PAUSED_OFF
151.852	AVOID_ACTIVE_OFF
153.65300000000002	NAVIGATION_PAUSED_ON
153.65300000000002	AVOID_ACTIVE_ON
155.65200000000002	NAVIGATION_PAUSED_OFF
155.65300000000002	AVOID_ACTIVE_OFF
157.851	NAVIGATION_PAUSED_ON
157.851	AVOID_ACTIVE_ON
162.203	NAVIGATION_PAUSED_OFF
162.204	AVOID_ACTIVE_OFF
164.251	NAVIGATION_PAUSED_ON
164.251	AVOID_ACTIVE_ON
168.602	NAVIGATION_PAUSED_OFF
168.602	AVOID_ACTIVE_OFF
171.251	NAVIGATION_PAUSED_ON
171.252	AVOID_ACTIVE_ON
173.252	NAVIGATION_PAUSED_OFF
173.252	AVOID_ACTIVE_OFF
175.65200000000002	NAVIGATION_PAUSED_ON
175.65200000000002	AVOID_ACTIVE_ON
177.651	NAVIGATION_PAUSED_OFF
177.651	AVOID_ACTIVE_OFF
180.251	NAVIGATION_PAUSED_ON
180.251	AVOID_ACTIVE_ON
182.252	NAVIGATION_PAUSED_OFF
182.252	AVOID_ACTIVE_OFF
