time_s	event
24.606	charging_start
24.807000000000002	charging_stop
25.062	charging_start
25.256	charging_stop
486.591	charging_start
486.78400000000005	charging_stop
486.98	charging_start
551.296	charging_stop
551.571	charging_start
551.7710000000001	charging_stop
1027.6560000000002	charging_start
1028.6970000000001	charging_stop
1028.902	charging_start
1093.8100000000002	charging_stop
1658.056	charging_start
1658.258	charging_stop
1658.4530000000002	charging_start
1658.807	charging_stop
1659.0870000000002	charging_start
1723.931	charging_stop
1724.15	charging_start
1724.334	charging_stop
2502.443	charging_start
2502.643	charging_stop
2502.847	charging_start
2503.088	charging_stop
2503.2780000000002	charging_start
2503.5440000000003	charging_stop
2503.7380000000003	charging_start
2504.377	charging_stop
2504.572	charging_start
2583.8720000000003	charging_stop
2584.458	charging_start
2584.641	charging_stop
3056.4440000000004	charging_start
3127.184	charging_stop
3471.2650000000003	charging_start
3535.7920000000004	charging_stop
4140.817	charging_start
4141.004	charging_stop
4141.465	charging_start
4141.71	charging_stop
4142.0160000000005	charging_start
4142.209	charging_stop
4142.394	charging_start
4206.747	charging_stop
