time_s	score	extra_distance	margin	obj_distance	obj_to_station_distance	decision_mode
124.15	nan	nan	nan	nan	nan	2.0
316.70000000000005	0.9097974300384521	0.6113663911819458	0.1351015716791153	3.9451980590820312	15.695183753967285	1.0
