time_s	x	y	yaw	linear_vel	angular_vel
30.380000000000003	-19.981469139958147	-0.1078268362629436	-0.3772651925141544	0.44782806872277076	-0.9194438388547257
31.058000000000003	-19.62242604897234	-0.24813023425774416	-0.3303346123159117	0.9798316962081912	0.5770908312181927
32.0	-18.40346671129715	-0.3706667002227066	-0.08204111730188277	0.6617565094122503	0.10234565176717966
33.0	-18.12421037679922	-0.3891336780271157	-0.0922822494206811	6.588129219186395e-10	8.786891140281755e-09
34.0	-18.12421037676071	-0.38913367789980396	-0.09228224900080098	0.0	0.0
35.0	-18.12421037676071	-0.38913367789980396	-0.09228224900080098	0.0	0.0
36.0	-18.12421037676071	-0.38913367789980396	-0.09228224900080098	0.0	0.0
37.0	-18.12421037676071	-0.38913367789980396	-0.09228224900080098	0.0	0.0
38.0	-18.175511760313306	-0.3864834986243322	-0.10109951715973352	-0.17846337475955282	-0.030123793184477592
39.0	-18.30096949641513	-0.2789632136334865	0.21188863754139303	0.13004414747877507	1.2986307271304658
40.0	-18.225417739819708	-0.2432194612417241	0.9900886623115568	-0.13964486270438026	0.7529296827241729
41.0	-18.23931547080055	0.1500065535295744	1.4256376328041274	1.0281877961336967	0.13091555796494642
42.0	-18.100157751927433	0.9875563440891556	1.386632999254707	0.3350813489111831	-0.26351708533684726
43.0	-18.07200558661657	1.1086115966939742	1.3390356091812399	0.003796210758322294	0.012623250305035574
44.0	-18.071898231073586	1.1085290595006265	1.3390695460041246	-9.24193499194115e-05	-0.023294132816398895
45.0	-18.072005499772455	1.1086118839451593	1.3390341760369866	0.0	0.0
46.0	-18.072005499772455	1.1086118839451593	1.3390341760369866	0.0	0.0
47.0	-18.072005499772455	1.1086118839451593	1.3390341760369866	0.0	0.0
48.0	-18.09015040422103	1.031544978929796	1.3352401346384022	-0.18749877987149371	0.0
49.0	-18.108406586549997	0.9341924648064781	1.257677871904971	0.15233471940675092	-1.0080133071727189
50.0	-17.66386479142595	1.1906825366308065	0.45467719092254816	1.1263208584503748	0.2697024595170019
51.0	-17.04041456520851	1.3554577878160259	0.23970458264214284	1.1249763780554396	-0.1505456678686932
52.0	-16.09889086902862	1.5758511883546973	0.26414261060002986	0.6793756523693023	-0.3146366387459235
53.0	-15.617909206233893	1.7376445478999987	0.3605239998637024	0.4158617889445121	-0.3123439869231234
54.0	-15.263290017336585	2.094517497498178	1.0051791603388902	0.04907576353160799	-0.16095806737519816
55.0	-15.237885018687342	2.254348121965735	1.1952087028857936	0.26363818426646873	0.22531158183842184
56.0	-15.237063830953135	2.2782037563517568	1.233604521961427	0.0	0.0
57.0	-15.237063830953135	2.2782037563517568	1.233604521961427	0.0	0.0
58.00000000000001	-15.237063830953135	2.2782037563517568	1.233604521961427	0.0	0.0
59.00000000000001	-15.237063830953135	2.2782037563517568	1.233604521961427	0.0	0.0
60.00000000000001	-15.237063830953135	2.2782037563517568	1.233604521961427	0.0	0.0
61.00000000000001	-15.292996902237688	2.1294993539101066	1.0742882509022063	0.13063737821639973	-0.8958772829343034
62.00000000000001	-15.361465702625962	2.20283249642413	0.45991421051728654	-0.14368241584795388	-0.8988293355640431
63.00000000000001	-15.476121198220953	1.9387994299550908	-0.7172532052531827	-0.0830967346351433	0.2479134306942085
64.001	-15.478871583488559	2.1604988807380408	0.13804966009672234	0.07058109364152275	-0.08846760805241946
65.0	-14.460216647348469	2.2032366386668563	0.005297465204631329	1.1289156922397796	-0.1350073324469842
66.001	-13.65834524513685	2.1648359490071725	-0.06962165322336661	0.4318802239370352	0.008050965303708498
67.0	-13.49098266327418	2.1401448408114447	-0.12714627216708388	0.0	0.0
68.0	-13.49098266327211	2.1401448408106356	-0.127146272178113	0.0	0.0
69.0	-13.49098266327211	2.1401448408106356	-0.127146272178113	0.0	0.0
70.0	-13.49098266327211	2.1401448408106356	-0.127146272178113	0.0	0.0
71.0	-13.49098266327211	2.1401448408106356	-0.127146272178113	0.0	0.0
72.0	-13.555351664457028	2.1484071862424026	-0.12878685244053845	-0.1874982659078663	0.0
73.0	-13.666577790500957	2.1392574643055013	-0.27074759579415747	0.14911690443317818	-1.1162082721956703
74.0	-13.586792830665967	2.1615760858328894	-1.113374476084986	-0.1621939365569143	-0.9012205878407145
75.0	-13.828909399341669	2.1892947021608986	-2.109529702095389	-0.08642308926004626	-0.46602732859368856
76.0	-13.69530201720589	2.229875062404073	-1.8028100810760208	-0.13896653662035918	0.965460191409823
77.0	-13.601573050898873	1.6299104184964741	-1.5677689920371027	0.9292322427254035	-0.0805413139615534
78.0	-13.611429519896216	0.7160407516053403	-1.5945614968931963	0.4290300146994312	0.01706614013712402
79.0	-13.625337428657414	0.5190587194082074	-1.627191880739175	0.0	0.0
80.0	-13.625337428657414	0.5190587194082074	-1.627191880739175	0.0	0.0
81.0	-13.625337428657414	0.5190587194082074	-1.627191880739175	0.0	0.0
82.0	-13.625337428657414	0.5190587194082074	-1.627191880739175	0.0	0.0
83.0	-13.625337428657414	0.5190587194082074	-1.627191880739175	0.0	0.0
84.0	-13.622585035273099	0.6059729993122173	-1.6363834492505716	-0.18154853466142035	-0.01984056534155148
85.0	-13.618193995504278	0.7000913857437501	-1.643869088513296	-0.007302819163706351	0.16858326753240535
86.0	-13.522478264282139	0.6449647815699454	-0.4442999407774355	-0.17721850314715612	0.890969395542865
87.0	-13.537542102659803	0.676022979506663	-0.307601956439974	-0.17662608188471193	1.0596997287171752
88.0	-11.965086691500755	0.561406961961024	-0.09543427701420862	0.9579495086059001	0.1538721726144632
89.0	-11.2812180679064	0.48230204418408795	-0.14188910152984077	0.7947650959312915	-0.5389203005096459
90.0	-11.00743631549203	0.3963320192267713	-0.2989010752055475	-3.8173609398975755e-05	-0.09807816077215167
91.0	-11.007122114599829	0.39656636912200544	-0.2984666331324218	0.0	0.0
92.0	-11.007122114599829	0.39656636912200544	-0.2984666331324218	0.0	0.0
93.0	-11.007122114599829	0.39656636912200544	-0.2984666331324218	0.0	0.0
94.0	-11.007122114599829	0.39656636912200544	-0.2984666331324218	0.0	0.0
95.0	-11.007122114599829	0.39656636912200544	-0.2984666331324218	0.0	0.0
96.0	-11.184143445383127	0.45211398380082557	-0.29941503770921574	-0.017799956379284925	0.11620581636336255
97.0	-11.267672222153315	0.6504612550770091	0.2759792045669387	-0.15256206010514917	-1.097854012946437
98.0	-11.327809817266496	0.4170827882120564	-0.6137620501041741	-0.04545296700637123	0.4216878573700692
99.0	-11.407541755673593	0.624774719308284	0.33164664850013087	0.11278873406755974	0.5747685875655478
100.0	-10.333533423654998	0.7965508780578188	0.11218237899582001	1.0275212957983908	-0.19479160397893988
101.0	-9.305291425871042	0.8573369486557393	0.06380288649611227	1.1295710820143252	0.11850310111646667
102.0	-9.097961356342436	0.870272295638247	0.08447160808893212	0.2717872138070664	0.08462651409896912
103.0	-9.069585264966793	0.8742306286288593	0.09189127217236953	0.0	0.0
104.0	-9.069585264966793	0.8742306286288593	0.09189127217236953	0.0	0.0
105.0	-9.069585264966793	0.8742306286288593	0.09189127217236953	0.0	0.0
106.0	-9.069585264966793	0.8742306286288593	0.09189127217236953	0.0	0.0
107.0	-9.145370350538924	0.8671888388834743	0.09318638049902203	-0.1874982594668218	0.0
108.0	-9.254543280991163	0.7948347080814252	-0.13287193238396422	0.06976522541976851	-1.3916123645322087
109.0	-8.938249105892293	0.32667829678563376	-0.7322154091535915	1.1286235828264313	0.29338815536025803
110.001	-8.45495889838521	0.02148152210652922	-0.5341197141432495	1.1334168639649767	0.04141327624846998
111.0	-7.933114842891561	-0.21576760450525495	-0.41904629283968553	1.1359905972496145	-0.0785528626096896
112.0	-6.950042078096108	-0.48744755799925676	-0.3077011524675743	0.8165767160675983	0.4372818381284619
113.0	-6.460960213263991	-0.5826254361067177	-0.2576074366258398	0.2511145576228154	0.11060923191791279
114.0	-6.219066657261247	-0.6973027376517567	-0.4400471599073594	-0.0006670044970035356	-0.02643783596810579
115.00000000000001	-6.218052706142009	-0.6968661910648621	-0.43790089237664775	0.0	0.0
116.00000000000001	-6.218052706142009	-0.6968661910648621	-0.43790089237664775	0.0	0.0
117.00000000000001	-6.218052706142009	-0.6968661910648621	-0.43790089237664775	0.0	0.0
118.00000000000001	-6.218052706142009	-0.6968661910648621	-0.43790089237664775	0.0	0.0
119.00000000000001	-6.240519508854351	-0.6855135028184466	-0.44000314311579264	-0.18749877817757785	0.0
120.00000000000001	-6.3456960961984406	-0.635998098518049	-0.4400040837053951	-0.18749897210912195	0.0
121.001	-6.408311410863578	-0.5642981084569635	-0.19785121655624885	-0.11365338221433632	1.0024245640121798
122.00000000000001	-6.220471865250036	-0.7066408741151438	-0.4305831832908967	1.1022364772787685	0.4565045548329745
123.00000000000001	-4.741382757219686	-0.8749538244644989	-0.03687919282284028	1.0792376039636342	0.07333298536745268
124.00000000000001	-3.664856560796285	-0.8817523456480716	0.014862047380066915	0.4054232724232749	0.1028688968763027
125.00000000000001	-3.545062984376258	-0.8694133137046368	0.06375844858320807	6.445703829349915e-11	-2.4376068581392526e-09
126.00000000000001	-3.545062984376258	-0.8694133137046368	0.06375844858320807	0.0	0.0
127.00000000000001	-3.545062984376258	-0.8694133137046368	0.06375844858320807	0.0	0.0
128.001	-3.545062984376258	-0.8694133137046368	0.06375844858320807	0.0	0.0
129.001	-3.545062984376258	-0.8694133137046368	0.06375844858320807	0.0	0.0
130.0	-3.63439449488952	-0.8751445704788349	0.06464571120040538	-0.1874985384200882	0.0
131.0	-3.735494146472514	-1.0062401469132773	-0.38184119683136564	0.06702718044619373	-1.3477896043972033
