time_s	battery_pct	charge_ah	voltage	current
30.425	1.0	1.0	12.0	40.0
30.617	0.9987087249755859	0.9987087249755859	12.0	-14.281357765197754
30.617	0.9961195588111877	0.9961195588111877	12.0	-30.321231842041016
30.681	0.9955899715423584	0.9955899715423584	12.0	-28.426607131958008
30.781000000000002	0.9947725534439087	0.9947725534439087	12.0	-29.440349578857422
31.569000000000003	0.9939888119697571	0.9939888119697571	12.0	-28.125911712646484
31.569000000000003	0.9931713938713074	0.9931713938713074	12.0	-29.389724731445312
31.569000000000003	0.9907589554786682	0.9907589554786682	12.0	-28.061046600341797
31.569000000000003	0.9880820512771606	0.9880820512771606	12.0	-30.280620574951172
31.57	0.9856921434402466	0.9856921434402466	12.0	-26.849653244018555
31.606	0.9852716326713562	0.9852716326713562	12.0	-29.279569625854492
31.692000000000004	0.9845048189163208	0.9845048189163208	12.0	-27.622699737548828
31.786	0.9837489724159241	0.9837489724159241	12.0	-27.24906349182129
31.877000000000002	0.9829726219177246	0.9829726219177246	12.0	-27.945865631103516
31.969	0.9822057485580444	0.9822057485580444	12.0	-27.622699737548828
32.063	0.9814255237579346	0.9814255237579346	12.0	-28.056669235229492
32.153	0.9806596040725708	0.9806596040725708	12.0	-27.622699737548828
32.243	0.980071485042572	0.980071485042572	12.0	-21.174123764038086
32.337	0.9795380234718323	0.9795380234718323	12.0	-19.16486930847168
32.43	0.978762149810791	0.978762149810791	12.0	-27.945865631103516
32.522000000000006	0.9783525466918945	0.9783525466918945	12.0	-14.7478609085083
32.615	0.9775773286819458	0.9775773286819458	12.0	-27.945865631103516
32.708000000000006	0.9773125052452087	0.9773125052452087	12.0	-9.50792121887207
32.798	0.9772847890853882	0.9772847890853882	12.0	-1.0
32.892	0.977020263671875	0.977020263671875	12.0	-9.50792121887207
32.982	0.97681725025177	0.97681725025177	12.0	-7.322115421295166
33.076	0.9767894148826599	0.9767894148826599	12.0	-1.0000001192092896
33.160000000000004	0.9767616987228394	0.9767616987228394	12.0	-1.0000001192092896
33.247	0.976733922958374	0.976733922958374	12.0	-1.0
33.338	0.9767061471939087	0.9767061471939087	12.0	-1.0
33.412	0.9766783714294434	0.9766783714294434	12.0	-1.0
33.504000000000005	0.976650595664978	0.976650595664978	12.0	-1.0
33.592	0.9766227602958679	0.9766227602958679	12.0	-1.0
33.686	0.9765949845314026	0.9765949845314026	12.0	-1.0
33.779	0.9765650629997253	0.9765650629997253	12.0	-1.0
33.861000000000004	0.9765394926071167	0.9765394926071167	12.0	-1.0
33.951	0.9765117168426514	0.9765117168426514	12.0	-1.0
34.037	0.9764838814735413	0.9764838814735413	12.0	-1.0
34.118	0.9764561057090759	0.9764561057090759	12.0	-1.0
34.205000000000005	0.9764282703399658	0.9764282703399658	12.0	-1.0
34.286	0.9764005541801453	0.9764005541801453	12.0	-1.0
34.370000000000005	0.9763728380203247	0.9763728380203247	12.0	-1.0
34.455000000000005	0.9763450622558594	0.9763450622558594	12.0	-1.0
34.548	0.976317286491394	0.976317286491394	12.0	-1.0
34.637	0.9762895107269287	0.9762895107269287	12.0	-1.0
34.732	0.976260244846344	0.976260244846344	12.0	-1.0
34.814	0.9762338995933533	0.9762338995933533	12.0	-1.0
34.905	0.9762061238288879	0.9762061238288879	12.0	-1.0
34.999	0.9761784076690674	0.9761784076690674	12.0	-1.0
35.09	0.9761505722999573	0.9761505722999573	12.0	-1.0
35.177	0.9761227369308472	0.9761227369308472	12.0	-1.0
35.265	0.9760950803756714	0.9760950803756714	12.0	-1.0
35.333000000000006	0.9760672450065613	0.9760672450065613	12.0	-1.0
35.424	0.9760394096374512	0.9760394096374512	12.0	-1.0
35.517	0.9760116338729858	0.9760116338729858	12.0	-1.0
35.604	0.9759839177131653	0.9759839177131653	12.0	-1.0
35.698	0.9759561419487	0.9759561419487	12.0	-1.0
35.793	0.9759283065795898	0.9759283065795898	12.0	-1.0
35.886	0.9759005904197693	0.9759005904197693	12.0	-1.0
35.978	0.975872814655304	0.975872814655304	12.0	-1.0
36.064	0.9758449792861938	0.9758449792861938	12.0	-1.0
36.138000000000005	0.9758172035217285	0.9758172035217285	12.0	-1.0
36.228	0.9757893681526184	0.9757893681526184	12.0	-1.0
36.326	0.9757617115974426	0.9757617115974426	12.0	-1.0
36.406	0.9757339358329773	0.9757339358329773	12.0	-1.0
36.498000000000005	0.9757061004638672	0.9757061004638672	12.0	-1.0
36.591	0.9756783246994019	0.9756783246994019	12.0	-1.0
36.672000000000004	0.9756504893302917	0.9756504893302917	12.0	-1.0
36.758	0.9756227731704712	0.9756227731704712	12.0	-1.0
36.847	0.9755950570106506	0.9755950570106506	12.0	-1.0
36.941	0.9755672216415405	0.9755672216415405	12.0	-1.0
37.031	0.9755394458770752	0.9755394458770752	12.0	-1.0
37.119	0.9755117297172546	0.9755117297172546	12.0	-1.0
37.214000000000006	0.9754838347434998	0.9754838347434998	12.0	-1.0
37.304	0.9754561185836792	0.9754561185836792	12.0	-1.0
37.396	0.9754283428192139	0.9754283428192139	12.0	-1.0
37.487	0.9754005670547485	0.9754005670547485	12.0	-1.0
37.577000000000005	0.975372850894928	0.975372850894928	12.0	-1.0
37.67	0.9752171039581299	0.9752171039581299	12.0	-5.551215171813965
37.763000000000005	0.9750642776489258	0.9750642776489258	12.0	-5.552404403686523
37.859	0.9749066233634949	0.9749066233634949	12.0	-5.553618431091309
37.95	0.9747552275657654	0.9747552275657654	12.0	-5.553618431091309
38.036	0.9746014475822449	0.9746014475822449	12.0	-5.555172443389893
38.13	0.9745736122131348	0.9745736122131348	12.0	-1.0
38.217000000000006	0.9744195342063904	0.9744195342063904	12.0	-5.551510334014893
38.313	0.9742662906646729	0.9742662906646729	12.0	-5.520031452178955
38.404	0.9741116166114807	0.9741116166114807	12.0	-5.552104473114014
38.494	0.9739593267440796	0.9739593267440796	12.0	-5.499964237213135
38.588	0.9738064408302307	0.9738064408302307	12.0	-5.499964237213135
38.68	0.9736610054969788	0.9736610054969788	12.0	-5.229998588562012
38.773	0.9734989404678345	0.9734989404678345	12.0	-5.840524673461914
38.864000000000004	0.9733535051345825	0.9733535051345825	12.0	-5.229998588562012
38.959	0.9733222723007202	0.9733222723007202	12.0	-1.12471342086792
39.050000000000004	0.9728707671165466	0.9728707671165466	12.0	-16.27742576599121
39.143	0.972717821598053	0.972717821598053	12.0	-5.499964237213135
39.236000000000004	0.9723020792007446	0.9723020792007446	12.0	-14.979718208312988
39.313	0.9718849062919617	0.9718849062919617	12.0	-14.979718208312988
39.404	0.9715667963027954	0.9715667963027954	12.0	-11.486698150634766
39.494	0.9712716341018677	0.9712716341018677	12.0	-10.619304656982422
39.584	0.970994770526886	0.970994770526886	12.0	-9.955672264099121
39.68	0.9707782864570618	0.9707782864570618	12.0	-7.80349063873291
39.771	0.9705175757408142	0.9705175757408142	12.0	-9.3839693069458
39.864000000000004	0.9703414440155029	0.9703414440155029	12.0	-6.340529441833496
39.955000000000005	0.9701410531997681	0.9701410531997681	12.0	-7.213088035583496
40.044000000000004	0.9698965549468994	0.9698965549468994	12.0	-8.783778190612793
40.136	0.9695879220962524	0.9695879220962524	12.0	-11.127843856811523
40.229	0.9692150950431824	0.9692150950431824	12.0	-13.44030475616455
40.312000000000005	0.9688904881477356	0.9688904881477356	12.0	-11.667106628417969
40.404	0.9685662984848022	0.9685662984848022	12.0	-11.667106628417969
40.491	0.9682828187942505	0.9682828187942505	12.0	-10.205887794494629
40.578	0.968219518661499	0.968219518661499	12.0	-2.2819437980651855
40.668	0.9674419164657593	0.9674419164657593	12.0	-27.96088409423828
40.762	0.9670327305793762	0.9670327305793762	12.0	-14.747474670410156
40.856	0.9666528105735779	0.9666528105735779	12.0	-13.67469596862793
40.942	0.9658971428871155	0.9658971428871155	12.0	-27.21486473083496
41.031000000000006	0.9651488661766052	0.9651488661766052	12.0	-26.915842056274414
41.119	0.9643721580505371	0.9643721580505371	12.0	-27.96088409423828
41.216	0.9635195136070251	0.9635195136070251	12.0	-30.737686157226562
41.307	0.9628894329071045	0.9628894329071045	12.0	-22.66623878479004
41.399	0.9622554183006287	0.9622554183006287	12.0	-22.82760238647461
41.488	0.9616590738296509	0.9616590738296509	12.0	-21.416841506958008
41.579	0.961155116558075	0.961155116558075	12.0	-18.1932315826416
41.671	0.9607676863670349	0.9607676863670349	12.0	-13.950647354125977
41.765	0.9603105783462524	0.9603105783462524	12.0	-16.359725952148438
41.859	0.9595819711685181	0.9595819711685181	12.0	-26.36762046813965
41.95	0.9591787457466125	0.9591787457466125	12.0	-14.513239860534668
42.043	0.9589082598686218	0.9589082598686218	12.0	-9.713356971740723
42.135000000000005	0.9587176442146301	0.9587176442146301	12.0	-6.869410514831543
42.225	0.958195686340332	0.958195686340332	12.0	-18.817485809326172
42.317	0.9579751491546631	0.9579751491546631	12.0	-7.937166690826416
42.408	0.9578689932823181	0.9578689932823181	12.0	-3.8252861499786377
42.501000000000005	0.957762598991394	0.957762598991394	12.0	-3.8280532360076904
42.594	0.9576652646064758	0.9576652646064758	12.0	-3.506700038909912
42.686	0.9574692845344543	0.9574692845344543	12.0	-7.042678356170654
42.781000000000006	0.9574413895606995	0.9574413895606995	12.0	-1.0037695169448853
42.872	0.9574136137962341	0.9574136137962341	12.0	-1.0
42.964000000000006	0.957379937171936	0.957379937171936	12.0	-1.2118653059005737
