time_s	score	extra_distance	margin	obj_distance	obj_to_station_distance	decision_mode
506.651	1.2260874509811401	0.021711643785238266	0.09651422500610352	3.7882606983184814	2.5326125621795654	1.0
1358.5	1.1493992805480957	0.07489155232906342	0.08072937279939651	2.919644832611084	9.883728981018066	1.0
1827.651	nan	nan	nan	nan	nan	2.0
2394.8500000000004	1.1607953310012817	0.0627734512090683	0.08189470320940018	1.7643827199935913	8.857945442199707	1.0
